orthography,lx_entries,sn_max,ps_1,gl_1,de_1_50
nterrparewenke,nterrparewenke,NA,vt.,rub together,grind; rub things together so that they make a squ...
nterrparrepenhe,nterrparrepenhe,2,n.,NA,light-skinned
ntethe,ntethe,2,pr.,NA,you (do something) to me. Used when the person tal...
ntewenhe,ntewenhe,4,pr.,yourself,yourself
ntewerrke,ntewerrke,NA,n.,NA,edible seed inside native currant fruit <em>ahakey...
nthakakarte,nthakakarte,2,dem.,NA,"with that, having those"
nthakenharrenke,nthakenharrenke,2,vi.,NA,what's happening?; what are you doing? what's up? ...
nthakenhe,nthakenhe,5,n.,NA,how? Used to ask a question
nthakenhinenke,nthakenhinenke,3,vt.,NA,"what's happening (to you, him, her etc.)?"
nthakentye,nthakentye,NA,NA,NA,how
nthakerre,nthakerre,2,dem.,over there,"over there, that way"
nthanane,nthanane,NA,pv.,carelessly,"messily, carelessly"
nthangkwarrarte,nthangkwarrarte,3,dem.,NA,around there
nthapenyarte,nthapenyarte,NA,dem.,NA,"similar to that, that kind of thing, that sort of ..."
ntharengarte,ntharengarte,NA,dem.,NA,belonging to that person or thing
ntharenyarte,ntharenyarte,NA,dem.,NA,"from there, living there, originate from that"
ntharlarte,ntharlarte,3,dem.,NA,"to that, towards that over there (within seeing di..."
ntharretarrete,ntharretarrete,NA,n.,NA,black hair
nthate,nthate,NA,n.,blocked,"blocked, congested"
nthe+,nthe+,NA,pre.,that,"that (one), those (ones); there. Combines with gra..."
nthekangkwe,nthekangkwe,2,n.,NA,"whereabouts, which way"
ntheke,ntheke,3,n.,NA,"which, which one"
ntheketyarte,ntheketyarte,3,dem.,NA,watch out for that
nthelakerre,nthelakerre,2,dem.,NA,"around there, in that area there"
nthelarlengarte,nthelarlengarte,2,dem.,NA,through that place
nthelarte,"nthelarte |1, nthelarte |2",3,dem.,NA,"on, in or at that"
nthelengakake,nthelengakake,NA,dem.,NA,"around there, in that area"
nthelengakerre,nthelengakerre,NA,dem.,NA,around there
nthelengarte,nthelengarte,2,dem.,NA,"on that, at that"
nthelkwere,Nthelkwere,2,n.,NA,People of the Mt. Allen and Napperby area; Central...
nthenayne,nthenayne,2,n.,NA,"behind, the other side"
ntheparrenke,ntheparrenke,NA,vi.,NA,way women and girls dance during initiation ceremo...
nthepe+,nthepe+,NA,pre.,NA,"that (one), those (ones). Goes before most nominal..."
nthepelarte,nthepelarte,NA,dem.,NA,"there, in seeing distance but not close up"
nthepelengarte,nthepelengarte,NA,dem.,NA,somewhere around there
nthepelewarle,nthepelewarle,NA,dem.,NA,in or towards this area
nthepenharte,nthepenharte,2,dem.,NA,after that
nthewangke,nthewangke,NA,n.,NA,where to?
nthewarte,nthewarte,3,dem.,NA,"that thing, that one, that person. In a sentence w..."
nthewartetyarte,nthewartetyarte,NA,dem.,NA,"up to there, as far as there"
nthewartweyarte,nthewartweyarte,NA,dem.,NA,the owner of that
nthwenharre,nthwenharre,NA,n.,fluffy cloud,small white fluffy clouds that gather together bef...
ntingkare,ntingkare,2,n.,NA,firestick that is placed in a hole and burns throu...
ntingke,ntingke,3,n.,NA,cooked
ntwaylenge,Ntwaylenge,NA,n.,NA,Mosquito Creek
ntweletnhenke,ntweletnhenke,NA,vt.,NA,"make a big fire, especially to give off light."
ntwemerre,ntwemerre,NA,n.,NA,"buck spinifex, bull spinifex."
ntwemerre-ntwemerre,ntwemerre-ntwemerre,NA,n.,NA,spinifex bird
ntwengatherre,ntwengatherre,NA,n.,NA,"one behind another, in a line"
ntweperte,ntweperte,2,n.,NA,"useless, broken"
ntweperte-ntweperte,ntweperte-ntweperte,NA,n.,NA,left on your own
ntyakatherre apenke,ntyakatherre apenke,NA,vi.,NA,"swap over, exchange places for a while"
ntyale-ntyale,ntyale-ntyale,NA,n.,NA,skinny (of animals and people)
ntyalkarlenye,ntyalkarlenye,NA,n.,NA,striated grasswren
ntyalpatnthenke,ntyalpatnthenke,NA,NA,NA,NA
ntyalpewenke,ntyalpewenke,2,vt.,NA,throw someone to the ground in a fight
ntyangkwelke,ntyangkwelke,3,n.,fire,"fire, wood, firewood"
ntyarle,ntyarle,3,n.,sickness from sorcery,pointing bone made from a kangaroo bone.
ntyarleyarle,ntyarleyarle,3,n.,flat-leaved hakea,"flat-leaved hakea, dogwood hakea"
ntyarlkwe,ntyarlkwe,NA,n.,NA,nest
ntyarrengaytnenke,ntyarrengaytnenke,NA,vi.,NA,sneeze
ntyelp-alarrenke,ntyelp-alarrenke,NA,vt.,NA,hit something so that it bursts
ntyelparrenke,ntyelparrenke,NA,vi.,NA,"burst, break open"
ntyelpinenke,ntyelpinenke,2,vt.,burst,"burst something open; split, burst or pop somethin..."
ntyeltye,ntyeltye,NA,n.,huge,"big, large, huge, enormous"
ntyeltye-ntyeltye,ntyeltye-ntyeltye,NA,n.,NA,big things
ntyemenye,ntyemenye,2,n.,NA,ruby saltbush
ntyenye aywekert-aywekerte,ntyenye aywekert-aywekerte,NA,n.,NA,"ant-lion, larva of a type of flying insect"
ntyere,ntyere,2,n.,watercourse,"watercourse, flood-way, water crossing, floodout a..."
ntyerelk-etnhenke,ntyerelk-etnhenke,NA,vt.,NA,gut an emu
ntyerne,ntyerne,2,n.,NA,butterfly bush
ntyerrakwe,ntyerrakwe,2,n.,NA,"perishing, very thirsty"
ntyerre,ntyerre,NA,n.,NA,"ground water, water ready for drinking"
ntyerrele,ntyerrele,3,n.,thirsty,thirsty
ntyerrme,ntyerrme,3,n.,dogwood seed,edible seeds of the dogwood tree <em>awetnthe</em>...
ntyerrnge-ntyerrnge,ntyerrnge-ntyerrnge,NA,n.,NA,bridge of the nose
ntyeyampe,ntyeyampe,NA,n.,NA,nectar from northern corkwood tree <em>itatne</em>...
ntyeyaperte,ntyeyaperte,NA,n.,NA,bull ant
ntyipere,ntyipere,NA,n.,NA,various types of small bat
ntywelhaylenke,ntywelhaylenke,2,vt.,NA,"heat something up, warm someone up, melt something..."
ntywenke,ntywenke,NA,vi.,get warm,warm yourself up by a fire
ntywerr-arrtyenke,ntywerr-arrtyenke,NA,vt.,NA,mix dry fruits such as <em>ahakeye</em> native cur...
ntywerre,ntywerre,2,n.,water,water
ntywerrnge,ntywerrnge,NA,NA,NA,track made by small animals such as rabbits
ntywetentye,ntywetentye,NA,n.,NA,type of plant
ntyweye,ntyweye,2,n.,fork-leaved corkwood,"fork-leaved corkwood, long-leaved corkwood"
nwanpenke,nwanpenke,2,vi.,NA,"jump out, fly out, shoot off (of spark), spurt out..."
nwanpey-artnpenke,nwanpey-artnpenke,NA,vt.,NA,struggle to get away
nwekewerre,nwekewerre,NA,n.,NA,two close female cross-cousins
nwengarraye,Nwengarraye,NA,NA,NA,skin name. <em>Kngwarraye</em> woman
nyakerrarte,nyakerrarte,NA,dem.,NA,"over there, around there"
nyame-nyame,nyame-nyame,NA,n.,NA,food
nyamernarte,nyamernarte,NA,dem.,NA,these
nyamperle,nyamperle,NA,n.,NA,red and black seeds of a Top End plant which are m...
nyangarte,nyangarte,2,dem.,NA,"this sort of, these sorts of"
nyanye,"nyanye |1, nyanye |2",3,n.,NA,mother's mother
nyape,nyape,3,dem.,NA,just this
nyaperte,nyaperte,2,dem.,right_here,right here
nyarewe,nyarewe,2,n.,NA,Horsfield's bronze cuckoo
nyarle,nyarle,NA,n.,NA,phasmid striped gecko
nyarrapenge,nyarrapenge,NA,n.,NA,cat
nyarte,nyarte,4,dem.,NA,"this, the. Used for a person or thing doing a type..."
nye+,nye+,NA,pre.,DEM,"this, these. Goes before endings such as <em>-aper..."
nyelengkwe,nyelengkwe,NA,dem.,NA,"lots of these, all these"
nyenkenye,nyenkenye,NA,n.,PST,"behaving in a socially unacceptable manner, having..."
nyerralthe,nyerralthe,NA,n.,NA,"shy, someone who doesn't talk much, timid, embarra..."
nyerre,nyerre,5,n.,NA,"ashamed, embarrassed, not feeling confident"
nyerre-nyerre,nyerre-nyerre,NA,n.,NA,"very shy, very embarrassed"
nyerrewanenye,nyerrewanenye,NA,n.,NA,"behaving in a socially unacceptable manner, having..."
nyerrewepenke,nyerrewepenke,NA,vt.,NA,"tell someone off, swear at someone, reprimand"
nyerreye,Nyerreye,NA,n.,NA,place name
nyerreyewernte,Nyerreyewernte,NA,n.,NA,place name on Jarra-Jarra
nyetherrarte,nyetherrarte,NA,dem.,NA,these two
nyetyepe,nyetyepe,2,n.,cubbyhouse,"cubbyhouse, playground, play area"
nyewele,nyewele,NA,n.,NA,hill
nyingke,nyingke,NA,NA,NA,zebra finch
nywerrpe,nywerrpe,NA,n.,NA,People who are in the opposite generation moiety t...
nywertepe,nywertepe,NA,n.,NA,"rectum, bowel, colon (of cows and kangaroos)"
pake,pake,NA,NA,NA,bag
pakereye,pakereye,NA,NA,NA,"white headband, ceremonial headdress"
pakete,pakete,NA,n.,NA,bucket
pakethe,"pakethe |1, pakethe |2",NA,n.,NA,fox
pakwerre,pakwerre,NA,n.,NA,desert bandicoot
pakwethe,pakwethe,NA,n.,NA,box
pale,pale,2,n.,worried,"worried, anxious"
palepale,palepale,2,adv.,NA,"anyway, without concern, do something without thin..."
palpalpe,palpalpe,NA,n.,NA,"edge, end, tip, buds, shoots"
pampelyakwelange,Pampelyakwelange,NA,n.,NA,West Dam
pampewe,pampewe,NA,n.,NA,bamboo
pangkerlange,pangkerlange,NA,n.,spirit type,type of evil spirit or monster
panikene,panikene,NA,n.,NA,cup
panipake,panipake,NA,n.,NA,"someone who plays around or fools around, funny bu..."
pantetye,pantetye,NA,n.,NA,bandage
pantharre,pantharre,NA,n.,NA,flank
pantyarlpe,pantyarlpe,NA,n.,NA,thin bark from <em>atnyeme</em> witchetty tree whi...
pantyarrenke,pantyarrenke,3,vt.,spread something out,lay or spread something out
pantye,pantye,3,n.,bed,"bed, swag, blanket"
pantyeye,pantyeye,NA,NA,NA,man's brother-in-law
pape,"pape |1, pape |2",1,n.,NA,pub
paratayethe,Paratayethe,NA,n.,NA,Wycliffe Well
parewe,parewe,NA,n.,NA,"fresh water on the ground, puddles from rainwater"
paripe,"paripe |1, paripe |2",3,n.,NA,Burton's snake lizard
parlalikwe,parlalikwe,NA,n.,NA,leech
parlerrpeletnhenke,parlerrpeletnhenke,2,vt.,NA,"roll against something, rub against something"
parlkwel-aytenke,parlkwel-aytenke,NA,vt.,NA,bark at something and take off
parlkwenke,parlkwenke,NA,vt.,NA,"bark, yelp"
parlparle,parlparle,2,n.,flat,"flat, smooth"
parlparlpe,parlparlpe,3,n.,NA,kangaroo grass
parntwelmane,Parntwelmane,NA,n.,NA,place name
parrakelye,parrakelye,NA,n.,NA,broad-leaf parakeelya
parratate,parratate,NA,n.,NA,young bird not yet at the flying stage
parratye,Parratye,NA,n.,NA,place name
parreke,parreke,NA,n.,NA,fence
parrekike,Parrekike,NA,n.,NA,Barrow Creek
parrepenhe,Parrepenhe,NA,n.,NA,place name
parretete,parretete,2,n.,NA,"plain, area with no trees"
parretye,parretye,NA,n.,NA,thirsty
parrtye,parrtye,NA,n.,NA,"falling star, bright light in the sky"
parrtyenke,parrtyenke,NA,vt.,imitation,shine (of something in the darkness)
partwele,partwele,NA,n.,NA,"ball of something, such as dried fruit or hairstri..."
pate,pate,NA,n.,hard ground,hard ground.
patelayteye,patelayteye,NA,n.,NA,ladybird beetle
patelwetyepe,patelwetyepe,NA,n.,NA,"matches, candle"
pathekele,pathekele,NA,n.,NA,bicycle
patnthe,patnthe,NA,n.,NA,wooden shovel or dish used for scooping up hot ash...
patwerte,patwerte,5,n.,NA,various types of acacia trees. These are:
paye-paye,paye-paye,NA,n.,asleep,"sleep, asleep, bedtime"
payemaylenke,payemaylenke,NA,vt.,NA,"buy, pay for"
payemelane,payemelane,1,n.,NA,"pie melon, paddy melon, camel melon, colocynth, bi..."
payepe,payepe,NA,n.,NA,pipe
paylkwe,paylkwe,NA,n.,NA,"large hessian bag, flour bag"
paylpe,paylpe,NA,n.,NA,big leaf
paympelhe,paympelhe,2,n.,NA,wing
payteye,payteye,NA,n.,NA,"insect or dangerous animal, creepy-crawly"
pelarre,pelarre,NA,pv.,rid,Goes before some verbs to show that the action is ...
pelawe,pelawe,NA,n.,NA,flour
peleweye,peleweye,NA,n.,NA,greyish coloured red kangaroo
pelikante,pelikante,NA,n.,NA,billycan
pelkarleye,pelkarleye,NA,n.,NA,gumnut seed caps from eucalyptus trees such as <em...
pelkere,pelkere,NA,n.,NA,crested pigeon
pelpe,pelpe,3,n.,lump,"lump, wart growth, mole, knot, excrescence, bulge"
pelpe-pelpe,pelpe-pelpe,NA,n.,NA,"lumpy, bumpy, such as a tree with stumps of broken..."
peltharre,Peltharre,NA,NA,NA,skin name
peltye,"peltye |1, peltye |2",5,n.,mate,"mate, friend, relation, age-mate"
pelyakwe,pelyakwe,5,n.,NA,duck
pelye,pelye,NA,n.,loin cloth,"loin cloth made of possum, euro, or wallaby fur"
penamparle,penamparle,NA,n.,NA,desert rose
penangkale,penangkale,NA,n.,NA,clever
penangke,Penangke,NA,n.,NA,skin name
pengarte,Pengarte,NA,n.,NA,skin name
pengarte-pengarte,pengarte-pengarte,NA,n.,NA,type of spotted cricket
penge,penge,NA,n.,NA,desert kurrajong
penhintey-inteye,penhintey-inteye,NA,n.,stink beetle,green stink beetle
penngarte,penngarte,NA,n.,NA,lignum
pentyenewike,pentyenewike,NA,n.,NA,the week every fortnight when people receive pensi...
pentyengeye-ngeye,pentyengeye-ngeye,NA,n.,NA,moustache
pentyethe,pentyethe,NA,n.,NA,tweezers
pepapenye,pepapenye,2,n.,NA,light
peparenye,Peparenye,NA,n.,NA,Christian
perake,Perake,NA,n.,NA,Soakage near Rlweteye
perame,perame,NA,n.,NA,Brahman cow
perannge,perannge,2,n.,familiar,"something or someone familiar, that you are used t..."
perantarrenke,perantarrenke,NA,vi.,NA,get branded
perantemaylenke,perantemaylenke,NA,vt.,NA,brand cattle
pereltye,pereltye,NA,n.,river red gum lerp,white substance made by the lerp scale insect on t...
perenpethe,perenpethe,NA,n.,NA,breakfast
pererre,pererre,NA,adv.,NA,"(do something) in return, or back to someone else...."
pererre-pererre,pererre-pererre,NA,adv.,NA,(do something) back and forth lots of times
peretye,"peretye |1, peretye |2",8,n.,NA,"tea-tree, paperbark. "
peretye-peretye,peretye-peretye,2,n.,NA,white-plumed honeyeater
perewethelengkwe,Perewethelengkwe,NA,n.,NA,place north-west of Akalperre.
perikwarr-ikwarre,Perikwarr-ikwarre,NA,n.,NA,swamp near Ilerewarre on Rtwerrpe country. Only in...
perlangkarre,perlangkarre,2,n.,NA,"northern wanderrie, wiregrass"
perlape,perlape,2,n.,NA,"conkerberry, conkleberry"
perlape-perlape,perlape-perlape,NA,n.,NA,orange-napped snake
perlawerle,perlawerle,2,n.,ceremonial relative,ceremonial term used to refer to the man who had a...
perlayne,perlayne,NA,n.,NA,NA
perlerarrenke,perlerarrenke,NA,vi.,raining,"raining in the distance, showering in one place fo..."
perlere,perlere,NA,n.,NA,"soft, steady rain"
perrare,perrare,2,n.,NA,"pirraru, shiny-leaved wattle"
perretene,perretene,2,n.,NA,hoary-headed grebe
perretetye,perretetye,NA,n.,NA,"type of tree bug or hopper. Large round, grey flyi..."
perrkaltye,perrkaltye,NA,n.,grasshopper,grasshopper. Various types of large short-horned g...
perrkane,perrkane,NA,n.,NA,type of eucalyptus tree that only grows around Ten...
perrkwele,Perrkwele,NA,n.,NA,place on Arlpawe country
perrnye,perrnye,NA,n.,NA,skin
perrnyenke,perrnyenke,NA,NA,NA,shed skin
perrnyey-aytenke,perrnyey-aytenke,NA,vi.,NA,"shed skin, peel off (itself)"
perrnyilenke,perrnyilenke,2,vt.,NA,"skin, scalp or peel something"
perrperale,perrperale,NA,n.,NA,gumnut seed caps from eucalyptus trees such as <em...
perrtyenke,perrtyenke,3,vt.,tie up,"tie up, attach"
pertilenke,pertilenke,NA,vt.,NA,hug or hold someone who is in mourning. People do ...
pertipelawe,pertipelawe,NA,n.,NA,flower
petherre,petherre,NA,n.,underarm louse,type of white louse that lives in underarm hair.
petikwete,petikwete,NA,n.,NA,petticoat
petyarre,Petyarre,NA,NA,NA,skin name
petye,petye,NA,n.,NA,television
petyemane,petyemane,NA,n.,NA,"bitumen, road, highway"
pewapele,pewapele,NA,n.,NA,four
pewapelhe,Pewapelhe,NA,n.,NA,place near Bottom Bore area
pewatye,pewatye,NA,n.,NA,"purse, small bag"
pewinenke,pewinenke,NA,vt.,blow,"blow with your mouth, blow your nose"
peyakaperte,peyakaperte,NA,part.,NA,not yet
peyake,peyake,7,part.,nothing,no! (as an answer to a question or request)
peyawe,peyawe,NA,exc.,NA,"exclamation made when chasing goannas, perenties o..."
peyenke,peyenke,2,vt.,sip,"sip, drink bit by bit"
pilale,pilale,2,n.,dried dogwood seeds,dried dark seeds of the dogwood tree <em>awetnthe<...
pileye,pileye,2,n.,NA,silver witchetty tree
pilparrenke,pilparrenke,NA,vi.,NA,splash
pilpe,pilpe,2,"adv., n.",splash,"splash, thud"
pilpe-pilpe,pilpe-pilpe,NA,pv.,NA,Goes before some verbs to show that the action mak...
piltenke,piltenke,NA,vt.,shatter,"shatter, wreck, smash glass or metal"
piltentye,"Piltentye |1, Piltentye |2, piltentye",NA,n.,NA,Rocky Dam
pimparte,pimparte,NA,n.,NA,dog whose owner has died
pintelengkwe,Pintelengkwe,NA,n.,NA,hills east of Tara
pintengkwe,Pintengkwe,NA,n.,NA,soakage on Taylor Creek north of <em>Kweyepeye</em...
piparenye,piparenye,NA,n.,NA,"pastor, priest, missionary"
pipe,pipe,2,n.,NA,paper
pipiparrenke,pipiparrenke,NA,vi.,NA,sound people make before they hit a goanna to stop...
pitange,pitange,NA,n.,NA,flying-fox. Possibly little red flying-fox or blac...
pmerrkarenye,pmerrkarenye,3,n.,NA,lazy person; someone who stays at home all the tim...
pmerrke,"pmerrke |1, pmerrke |2",NA,n.,hot coals,"hot coals, ashes or earth for cooking things in"
pmikwe,pmikwe,NA,n.,NA,native pine
pmikwelengkwe,Pmikwelengkwe,NA,n.,NA,waterhole in Rtwerrpe area
preltye,preltye,NA,NA,NA,NA
pwakenarrenke,pwakenarrenke,NA,vi.,NA,"hoe into something, gobble up, feast"
pwaltyewenke,pwaltyewenke,NA,vt.,NA,pull things off with both hands
pwarne,pwarne,2,n.,NA,"tight, constricted, cramped"
pwarne-pwarne,pwarne-pwarne,NA,n.,NA,"skinny person, small things, not much of something..."
pwarnele,pwarnele,NA,n.,NA,"no room to move, constricted"
pwarnele aperinenke,pwarnele aperinenke,NA,vt.,NA,lead someone to the people who have an issue with ...
pwarnerrwenge,pwarnerrwenge,NA,n.,NA,"this side, within this area, close by"
pwarninenke,pwarninenke,NA,vt.,NA,clasp something shut
pwarre,pwarre,NA,n.,NA,unripe desert raisin
pwarrtyenke,pwarrtyenke,2,vt.,NA,beat time at <em>awelye</em> and <em>ltharte</em> ...
pwathe,pwathe,2,n.,NA,"boss, owner"
pwaye,pwaye,NA,n.,NA,son who has been initiated
pwayele,pwayele,NA,NA,NA,boil
pwaylarrenke,pwaylarrenke,NA,vi.,NA,boil
pwaylemaylenke,pwaylemaylenke,NA,vt.,NA,boil something
pwayntenge,pwayntenge,NA,n.,NA,"bossy, angry"
pwekarnane,pwekarnane,NA,n.,NA,tree or wood eaten by termites
pweke,pweke,3,n.,rotten,"rotten, bad-smelling"
pweke-pweke,pweke-pweke,NA,n.,NA,stalked puffball
pwekerrenye,pwekerrenye,NA,n.,NA,"king brown snake, mulga snake"
pwekerrenye anenke,Pwekerrenye Anenke,NA,n.,NA,"Hill west of Barrow Creek, south of <em>Arelpareng..."
pwel-antethenenke,"pwel-antethenenke |1, pwel-antethenenke |2",NA,vi.,NA,"get stuck, be embedded"
pwelaparrenke,pwelaparrenke,NA,vi.,NA,"become full, fill up"
pwelatarrenke,pwelatarrenke,NA,vi.,NA,"run off with other people, go to live with others ..."
pwele-pwelarrenke,pwele-pwelarrenke,2,vt.,NA,"light fires while going along, set alight to grass..."
pwele-pwele,pwele-pwele,NA,n.,NA,tadpoles
pweleke,pweleke,NA,n.,NA,"cattle, cow, bullock"
pwelerrngarenge,Pwelerrngarenge,NA,n.,NA,place name
pwelerrnge,pwelerrnge,NA,n.,mopoke,southern boobook
pwelerrnge angkewene,Pwelerrnge Angkewene,NA,n.,NA,Place on Arlpawe country
pweletnhenke,pweletnhenke,2,vt.,NA,"run into trouble, get mixed up in a fight accident..."
pwelharrenke,pwelharrenke,NA,vi.,NA,"smoke, burn, overcook (of meat)"
pwelhe-pwelhaylenke,pwelhe-pwelhaylenke,NA,vt.,NA,blow (of wind)
pwelkantye,pwelkantye,NA,n.,NA,"central bearded dragon, cadney lizard"
pwelpe,pwelpe,NA,pv.,splash,Goes before some verbs to show that the action mak...
pwelpe-pwelparrenke,pwelpe-pwelparrenke,2,vi.,NA,swim lots of times; many people swim
pwelpe-pwelpe,pwelpe-pwelpe,NA,pv.,NA,Goes before some verbs to show that the action inv...
pweltake,pweltake,NA,n.,NA,type of white louse found on clothing
pweltye,pweltye,2,n.,NA,ball made out of animal fur <em>arlpalhe</em> or h...
pwelyerrelyerraylenke,pwelyerrelyerraylenke,NA,vt.,NA,make holes in something
pwelyerrelyerre,pwelyerrelyerre,2,n.,NA,"lots of marks or scratches on your skin, as from w..."
pwenarre,pwenarre,NA,n.,NA,toy bow and or arrow
pwenelatnthenke,Pwenelatnthenke,NA,n.,NA,a soakage on Neutral Junction station
pwenenge-pwenenge,pwenenge-pwenenge,NA,n.,NA,"foal, pony"
pwenge,pwenge,4,n.,NA,blind
pwengetye-pwenge,pwengetye-pwenge,NA,n.,NA,old women
pwengkarrenke,pwengkarrenke,NA,vi.,NA,"go out, die down"
pwenke,pwenke,7,vt.,cook,cook
pwentanengayte,pwentanengayte,3,n.,NA,flying-saucer bush
pwentange,Pwentange,NA,n.,NA,place on Wake country
pwenterenge,pwenterenge,NA,n.,place,large ant hills that are found north of McLaren Cr...
pwentyatnenge,Pwentyatnenge,NA,n.,NA,place south-east of Tara community
pwentye,pwentye,NA,n.,NA,"stripe, mark. Non-ceremonial mark."
pwep-angkenke,pwep-angkenke,NA,vi.,NA,deep thudding sound. This is the sound made when h...
